cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,upf,lowf
1993-06-09,445.780,-0.090,0.241,-0.427,-1.483,-1.465,1.018,1.007
1993-06-10,445.380,0.422,-0.090,0.151,-1.040,-1.068,1.012,1.006
1993-06-11,447.260,0.101,0.422,0.332,-0.096,-1.448,1.003,1.008
1993-06-14,447.710,-0.322,0.101,0.523,0.675,-1.353,1.002,1.009
1993-06-15,446.270,0.260,-0.322,-0.221,0.110,-1.375,1.004,1.003
1993-06-16,447.430,0.248,0.260,-0.063,0.460,-0.584,1.002,1.005
1993-06-17,448.540,-1.084,0.248,0.509,0.286,0.190,1.001,1.006
1993-06-18,443.680,0.572,-1.084,-0.838,-0.900,-0.232,1.014,1.001
1993-06-21,446.220,-0.065,0.572,-0.517,-0.011,0.099,1.008,1.007
1993-06-22,445.930,-0.614,-0.065,0.507,-0.335,0.123,1.008,1.006
1993-06-23,443.190,0.774,-0.614,-0.679,-1.193,-0.910,1.014,1.003
1993-06-24,446.620,0.219,0.774,0.155,0.663,-0.243,1.003,1.010
1993-06-25,447.600,0.950,0.219,0.995,0.309,0.298,1.003,1.010
1993-06-28,451.850,-0.257,0.950,1.171,1.328,0.988,1.002,1.024
1993-06-29,450.690,-0.036,-0.257,0.690,1.692,0.479,1.008,1.020
1993-06-30,450.530,-0.335,-0.036,-0.292,0.875,1.544,1.006,1.011
1993-07-01,449.020,-0.708,-0.335,-0.371,0.317,0.627,1.009,1.005
1993-07-02,445.840,-0.989,-0.708,-1.041,-1.330,-0.020,1.018,1.001
1993-07-06,441.430,0.317,-0.989,-1.690,-2.055,-0.397,1.030,1.002
1993-07-07,442.830,1.312,0.317,-0.675,-1.709,-0.849,1.023,1.009
1993-07-08,448.640,-0.118,1.312,1.633,-0.085,0.232,1.007,1.021
1993-07-09,448.110,0.194,-0.118,1.192,0.509,-0.828,1.007,1.019
1993-07-12,448.980,-0.198,0.194,0.076,1.710,-0.379,1.008,1.021
1993-07-13,448.090,0.444,-0.198,-0.004,1.188,-0.542,1.008,1.012
1993-07-14,450.080,-0.191,0.444,0.245,0.321,0.236,1.000,1.006
1993-07-15,449.220,-0.772,-0.191,0.252,0.248,0.758,1.003,1.004
1993-07-16,445.750,0.063,-0.772,-0.962,-0.719,0.979,1.013,1.001
1993-07-19,446.030,0.287,0.063,-0.710,-0.460,0.723,1.012,1.004
1993-07-20,447.310,-0.029,0.287,0.350,-0.615,-0.296,1.008,1.007
1993-07-21,447.180,-0.597,-0.029,0.258,-0.454,-0.208,1.005,1.006
1993-07-22,444.510,0.583,-0.597,-0.626,-0.278,-0.996,1.008,1.001
1993-07-23,447.100,0.445,0.583,-0.018,0.240,-0.221,1.003,1.006
1993-07-26,449.090,-0.189,0.445,1.030,0.398,-0.220,1.002,1.011
1993-07-27,448.240,-0.234,-0.189,0.255,0.237,-0.218,1.005,1.009
1993-07-28,447.190,0.682,-0.234,-0.423,0.603,0.323,1.007,1.007
1993-07-29,450.240,-0.469,0.682,0.446,0.702,0.944,1.001,1.010
1993-07-30,448.130,0.451,-0.469,0.210,-0.214,0.183,1.006,1.004
1993-08-02,450.150,-0.195,0.451,-0.020,0.426,0.664,1.002,1.008
1993-08-03,449.270,-0.162,-0.195,0.254,0.465,1.071,1.005,1.006
1993-08-04,448.540,-0.091,-0.162,-0.358,-0.378,0.322,1.005,1.002
1993-08-05,448.130,0.123,-0.091,-0.254,0.000,-0.214,1.005,1.002
1993-08-06,448.680,0.455,0.123,0.031,-0.327,0.098,1.004,1.003
1993-08-09,450.720,-0.282,0.455,0.578,0.323,0.789,1.000,1.008
1993-08-10,449.450,0.225,-0.282,0.172,0.203,-0.175,1.003,1.005
1993-08-11,450.460,-0.333,0.225,-0.058,0.520,0.520,1.002,1.007
1993-08-12,448.960,0.263,-0.333,-0.109,0.062,-0.264,1.005,1.002
1993-08-13,450.140,0.498,0.263,-0.071,-0.129,0.194,1.002,1.003
1993-08-16,452.380,0.166,0.498,0.762,0.652,0.856,1.001,1.010
1993-08-17,453.130,0.642,0.166,0.664,0.593,1.116,1.002,1.012
1993-08-18,456.040,0.086,0.642,0.809,1.577,1.640,1.002,1.020
1993-08-19,456.430,-0.059,0.086,0.728,1.397,1.267,1.004,1.017
1993-08-20,456.160,-0.204,-0.059,0.026,0.836,1.493,1.005,1.011
1993-08-23,455.230,0.997,-0.204,-0.263,0.463,1.059,1.006,1.005
1993-08-24,459.770,0.078,0.997,0.791,0.818,2.408,1.000,1.014
1993-08-25,460.130,0.198,0.078,1.076,0.811,2.219,1.003,1.015
1993-08-26,461.040,-0.108,0.198,0.276,1.070,1.914,1.004,1.016
1993-08-27,460.540,0.295,-0.108,0.089,1.166,1.635,1.007,1.012
1993-08-30,461.900,0.359,0.295,0.187,0.463,1.285,1.001,1.006
1993-08-31,463.560,-0.088,0.359,0.656,0.745,1.562,1.001,1.010
1993-09-01,463.150,-0.399,-0.088,0.271,0.458,1.532,1.003,1.007
1993-09-02,461.300,0.009,-0.399,-0.488,0.165,1.333,1.007,1.003
1993-09-03,461.340,-0.611,0.009,-0.391,-0.121,0.341,1.006,1.002
1993-09-07,458.520,-0.408,-0.611,-0.603,-1.087,-0.350,1.014,1.001
1993-09-08,456.650,0.186,-0.408,-1.017,-1.403,-0.952,1.018,1.002
1993-09-09,457.500,0.922,0.186,-0.222,-0.824,-0.660,1.012,1.005
1993-09-10,461.720,0.074,0.922,1.110,0.082,-0.039,1.003,1.015
1993-09-13,462.060,-0.467,0.074,0.997,0.772,-0.324,1.004,1.016
1993-09-14,459.900,0.370,-0.467,-0.394,0.712,-0.702,1.009,1.010
1993-09-15,461.600,-0.470,0.370,-0.100,0.896,0.065,1.005,1.010
1993-09-16,459.430,-0.131,-0.470,-0.102,-0.496,-0.414,1.008,1.001
1993-09-17,458.830,-0.824,-0.131,-0.600,-0.699,0.068,1.009,1.002
1993-09-20,455.050,-0.461,-0.824,-0.953,-1.055,-0.350,1.018,1.001
1993-09-21,452.950,0.718,-0.461,-1.282,-1.874,-0.995,1.024,1.004
1993-09-22,456.200,0.338,0.718,0.253,-0.703,-1.196,1.011,1.010
1993-09-23,457.740,-0.024,0.338,1.058,-0.238,-0.935,1.006,1.013
1993-09-24,457.630,0.911,-0.024,0.313,0.567,-0.494,1.004,1.012
1993-09-27,461.800,-0.058,0.911,0.887,1.954,0.043,1.003,1.023
1993-09-28,461.530,-0.308,-0.058,0.852,1.168,0.457,1.004,1.016
1993-09-29,460.110,-0.256,-0.308,-0.366,0.518,0.279,1.007,1.009
1993-09-30,458.930,0.512,-0.256,-0.563,0.284,0.853,1.009,1.005
1993-10-01,461.280,0.013,0.512,0.254,-0.113,1.839,1.003,1.006
1993-10-04,461.340,-0.030,0.013,0.525,-0.041,1.127,1.003,1.006
1993-10-05,461.200,-0.100,-0.030,-0.017,0.237,0.756,1.003,1.005
1993-10-06,460.740,-0.339,-0.100,-0.130,0.394,0.680,1.004,1.004
1993-10-07,459.180,0.246,-0.339,-0.438,-0.455,-0.567,1.007,1.000
1993-10-08,460.310,0.124,0.246,-0.093,-0.223,-0.264,1.004,1.003
1993-10-11,460.880,0.052,0.124,0.370,-0.069,0.167,1.002,1.004
1993-10-12,461.120,0.080,0.052,0.176,0.082,0.477,1.002,1.004
1993-10-13,461.490,1.157,0.080,0.132,0.503,0.046,1.002,1.005
1993-10-14,466.830,0.572,1.157,1.238,1.416,1.190,1.000,1.021
1993-10-15,469.500,-0.224,0.572,1.736,1.870,1.800,1.003,1.028
1993-10-18,468.450,-0.478,-0.224,0.347,1.590,1.673,1.009,1.022
1993-10-19,466.210,-0.030,-0.478,-0.701,1.023,1.531,1.012,1.011
1993-10-20,466.070,-0.152,-0.030,-0.508,-0.163,1.251,1.009,1.003
1993-10-21,465.360,-0.449,-0.152,-0.182,-0.882,0.972,1.011,1.003
1993-10-22,463.270,0.201,-0.449,-0.601,-1.106,0.466,1.013,1.002
1993-10-25,464.200,0.022,0.201,-0.249,-0.431,0.587,1.007,1.003
1993-10-26,464.300,0.067,0.022,0.222,-0.380,-0.542,1.005,1.003
1993-10-27,464.610,0.672,0.067,0.088,-0.161,-1.042,1.002,1.003
1993-10-28,467.730,0.021,0.672,0.739,0.963,-0.154,1.000,1.013
1993-10-29,467.830,0.271,0.021,0.693,0.782,0.347,1.003,1.012
1993-11-01,469.100,-0.141,0.271,0.293,1.034,0.650,1.003,1.013
1993-11-02,468.440,-1.157,-0.141,0.130,0.824,0.662,1.005,1.009
1993-11-03,463.020,-1.194,-1.157,-1.296,-1.007,-0.054,1.018,1.000
1993-11-04,457.490,0.455,-1.194,-2.338,-2.210,-1.446,1.036,1.002
1993-11-05,459.570,0.139,0.455,-0.745,-2.032,-1.019,1.029,1.012
1993-11-08,460.210,0.026,0.139,0.595,-1.757,-0.947,1.020,1.013
1993-11-09,460.330,0.736,0.026,0.165,-0.581,-1.582,1.007,1.008
1993-11-10,463.720,-0.233,0.736,0.763,1.362,-0.879,1.001,1.016
1993-11-11,462.640,0.594,-0.233,0.502,0.668,-1.377,1.004,1.010
1993-11-12,465.390,-0.352,0.594,0.360,1.126,-0.651,1.002,1.015
1993-11-15,463.750,0.645,-0.352,0.240,0.743,0.158,1.006,1.009
1993-11-16,466.740,-0.414,0.645,0.290,0.651,2.022,1.001,1.011
1993-11-17,464.810,-0.256,-0.414,0.229,0.469,1.140,1.006,1.006
1993-11-18,463.620,-0.220,-0.256,-0.668,-0.380,0.741,1.008,1.002
1993-11-19,462.600,-0.750,-0.220,-0.475,-0.248,0.493,1.010,1.002
1993-11-22,459.130,0.414,-0.750,-0.968,-1.630,-0.990,1.020,1.002
1993-11-23,461.030,0.288,0.414,-0.339,-0.813,-0.348,1.011,1.006
1993-11-24,462.360,0.151,0.288,0.704,-0.272,-0.651,1.005,1.008
1993-11-26,463.060,-0.251,0.151,0.440,0.099,-0.149,1.003,1.009
1993-11-29,461.900,-0.024,-0.251,-0.099,0.603,-1.037,1.005,1.007
1993-11-30,461.790,0.022,-0.024,-0.274,0.165,-0.650,1.003,1.002
1993-12-01,461.890,0.264,0.022,-0.002,-0.102,-0.373,1.003,1.001
1993-12-02,463.110,0.384,0.264,0.286,0.011,0.110,1.001,1.004
1993-12-03,464.890,0.331,0.384,0.650,0.647,1.255,1.000,1.010
1993-12-06,466.430,0.071,0.331,0.717,1.005,1.171,1.002,1.014
1993-12-07,466.760,-0.101,0.071,0.402,1.054,0.952,1.003,1.013
1993-12-08,466.290,-0.453,-0.101,-0.030,0.687,0.698,1.004,1.008
1993-12-09,464.180,-0.054,-0.453,-0.553,-0.153,0.494,1.008,1.001
1993-12-10,463.930,0.382,-0.054,-0.506,-0.536,0.463,1.009,1.002
1993-12-13,465.700,-0.567,0.382,0.327,-0.227,0.825,1.004,1.006
1993-12-14,463.060,-0.263,-0.567,-0.188,-0.693,-0.011,1.009,1.002
1993-12-15,461.840,0.325,-0.263,-0.829,-0.504,-0.656,1.010,1.001
1993-12-16,463.340,0.656,0.325,0.060,-0.127,-0.662,1.006,1.005
1993-12-17,466.380,-0.114,0.656,0.983,0.146,-0.081,1.002,1.012
1993-12-20,465.850,-0.118,-0.114,0.542,0.603,-0.094,1.004,1.011
1993-12-21,465.300,0.434,-0.118,-0.232,0.749,0.241,1.006,1.009
1993-12-22,467.320,0.013,0.434,0.316,0.859,0.731,1.002,1.009
1993-12-23,467.380,0.676,0.013,0.447,0.214,0.361,1.001,1.006
1993-12-27,470.540,0.085,0.676,0.689,1.007,1.615,1.001,1.015
1993-12-28,470.940,-0.076,0.085,0.762,1.212,1.970,1.003,1.015
1993-12-29,470.580,-0.412,-0.076,0.008,0.698,1.563,1.004,1.010
1993-12-30,468.640,-0.467,-0.412,-0.488,0.270,0.485,1.008,1.004
1993-12-31,466.450,-0.217,-0.467,-0.878,-0.869,0.129,1.014,1.001
1994-01-03,465.440,0.312,-0.217,-0.683,-1.168,0.030,1.016,1.003
1994-01-04,466.890,0.141,0.312,0.094,-0.784,-0.092,1.009,1.006
1994-01-05,467.550,-0.092,0.141,0.453,-0.233,0.036,1.003,1.006
1994-01-06,467.120,0.595,-0.092,0.049,0.144,-0.727,1.002,1.004
1994-01-07,469.900,1.143,0.595,0.503,0.958,-0.221,1.001,1.012
1994-01-10,475.270,-0.240,1.143,1.745,1.795,0.997,1.001,1.026
1994-01-11,474.130,0.008,-0.240,0.900,1.407,1.171,1.007,1.022
1994-01-12,474.170,-0.359,0.008,-0.231,1.509,1.655,1.009,1.018
1994-01-13,472.470,0.516,-0.359,-0.350,0.547,1.510,1.009,1.006
1994-01-14,474.910,-0.339,0.516,0.156,-0.076,1.718,1.003,1.006
1994-01-17,473.300,0.201,-0.339,0.176,-0.175,1.230,1.005,1.002
1994-01-18,474.250,0.011,0.201,-0.139,0.017,1.526,1.003,1.004
1994-01-19,474.300,0.143,0.011,0.211,0.387,0.936,1.003,1.005
1994-01-20,474.980,-0.055,0.143,0.154,0.015,-0.061,1.001,1.004
1994-01-21,474.720,-0.579,-0.055,0.089,0.300,0.124,1.002,1.003
1994-01-24,471.970,-0.222,-0.579,-0.634,-0.481,-0.464,1.009,1.000
1994-01-25,470.920,0.484,-0.222,-0.800,-0.713,-0.328,1.012,1.002
1994-01-26,473.200,0.814,0.484,0.261,-0.375,-0.360,1.007,1.007
1994-01-27,477.050,0.346,0.814,1.302,0.491,0.792,1.002,1.017
1994-01-28,478.700,0.608,0.346,1.162,1.426,0.938,1.003,1.022
1994-01-31,481.610,-0.413,0.608,0.956,2.270,1.541,1.005,1.028
1994-02-01,479.620,0.496,-0.413,0.192,1.357,0.977,1.009,1.015
1994-02-02,482.000,-0.268,0.496,0.081,1.038,1.534,1.003,1.012
1994-02-03,480.710,-2.267,-0.268,0.227,0.420,1.852,1.005,1.006
1994-02-04,469.810,0.415,-2.267,-2.529,-2.450,-0.236,1.038,1.000
1994-02-07,471.760,-0.151,0.415,-1.862,-1.639,-0.304,1.032,1.011
1994-02-08,471.050,0.365,-0.151,0.264,-2.272,-1.258,1.031,1.014
1994-02-09,472.770,-0.812,0.365,0.214,-1.652,-1.239,1.017,1.016
1994-02-10,468.930,0.267,-0.812,-0.450,-0.187,-2.633,1.010,1.002
1994-02-11,470.180,0.011,0.267,-0.548,-0.335,-1.968,1.007,1.004
1994-02-14,470.230,0.487,0.011,0.277,-0.174,-2.442,1.006,1.005
1994-02-15,472.520,0.057,0.487,0.498,-0.053,-1.704,1.003,1.010
1994-02-16,472.790,-0.518,0.057,0.544,0.823,0.634,1.002,1.010
1994-02-17,470.340,-0.563,-0.518,-0.461,0.034,-0.301,1.007,1.003
1994-02-18,467.690,0.806,-0.563,-1.079,-0.540,-0.713,1.014,1.001
1994-02-22,471.460,-0.163,0.806,0.238,-0.224,-0.277,1.007,1.009
1994-02-23,470.690,-1.366,-0.163,0.641,-0.444,0.375,1.007,1.007
1994-02-24,464.260,0.390,-1.366,-1.527,-1.293,-1.259,1.021,1.001
1994-02-25,466.070,0.230,0.390,-0.982,-0.346,-0.885,1.016,1.008
1994-02-28,467.140,-0.578,0.230,0.620,-0.916,-1.139,1.013,1.010
1994-03-01,464.440,0.080,-0.578,-0.350,-1.328,-1.766,1.015,1.006
1994-03-02,464.810,-0.387,0.080,-0.499,0.118,-1.176,1.006,1.004
1994-03-03,463.010,0.374,-0.387,-0.308,-0.657,-1.001,1.011,1.002
1994-03-04,464.740,0.467,0.374,-0.015,-0.514,-1.425,1.006,1.006
1994-03-07,466.910,-0.221,0.467,0.842,0.532,-0.803,1.001,1.010
1994-03-08,465.880,0.253,-0.221,0.245,0.230,0.349,1.004,1.007
1994-03-09,467.060,-0.677,0.253,0.032,0.875,0.212,1.003,1.010
1994-03-10,463.900,0.548,-0.677,-0.425,-0.181,-0.694,1.009,1.001
1994-03-11,466.440,0.204,0.548,-0.133,-0.101,0.431,1.004,1.006
1994-03-14,467.390,-0.081,0.204,0.752,0.324,0.555,1.003,1.008
1994-03-15,467.010,0.516,-0.081,0.122,-0.011,0.864,1.004,1.007
1994-03-16,469.420,0.315,0.516,0.434,1.190,1.007,1.002,1.013
1994-03-17,470.900,0.034,0.315,0.833,0.956,0.855,1.001,1.013
1994-03-18,471.060,-0.535,0.034,0.349,0.785,1.112,1.003,1.011
1994-03-21,468.540,0.055,-0.535,-0.501,0.328,0.317,1.008,1.005
1994-03-22,468.800,-0.055,0.055,-0.480,-0.132,1.056,1.006,1.002
1994-03-23,468.540,-0.894,-0.055,0.000,-0.501,0.450,1.007,1.003
1994-03-24,464.350,-0.812,-0.894,-0.949,-1.424,-0.650,1.018,1.001
1994-03-25,460.580,-0.126,-0.812,-1.699,-1.699,-1.377,1.026,1.002
1994-03-28,460.000,-1.635,-0.126,-0.937,-1.877,-2.007,1.026,1.007
1994-03-29,452.480,-1.532,-1.635,-1.759,-3.428,-3.912,1.043,1.004
1994-03-30,445.550,0.049,-1.532,-3.141,-4.049,-5.415,1.055,1.005
1994-03-31,445.770,-1.537,0.049,-1.483,-3.216,-4.860,1.045,1.014
1994-04-04,438.920,2.135,-1.537,-1.488,-4.583,-6.374,1.055,1.011
1994-04-05,448.290,-0.054,2.135,0.565,-0.926,-4.322,1.015,1.025
1994-04-06,448.050,0.632,-0.054,2.080,0.561,-3.510,1.009,1.022
1994-04-07,450.880,-0.838,0.632,0.578,1.146,-2.106,1.008,1.029
1994-04-08,447.100,0.620,-0.838,-0.212,1.864,-2.804,1.017,1.020
1994-04-11,449.870,-0.511,0.620,-0.224,0.352,-0.577,1.004,1.008
1994-04-12,447.570,-0.293,-0.511,0.105,-0.107,0.453,1.009,1.004
1994-04-13,446.260,0.027,-0.293,-0.802,-1.025,0.110,1.012,1.003
1994-04-14,446.380,-0.045,0.027,-0.266,-0.161,1.700,1.008,1.004
1994-04-15,446.180,-0.834,-0.045,-0.018,-0.820,-0.471,1.009,1.004
1994-04-18,442.460,0.018,-0.834,-0.878,-1.142,-1.248,1.015,1.000
1994-04-19,442.540,-0.131,0.018,-0.816,-0.834,-1.850,1.013,1.003
1994-04-20,441.960,1.532,-0.131,-0.113,-0.990,-1.150,1.013,1.004
1994-04-21,448.730,-0.245,1.532,1.399,0.572,-0.253,1.002,1.022
1994-04-22,447.630,1.135,-0.245,1.283,1.168,0.013,1.006,1.020
1994-04-25,452.710,-0.186,1.135,0.887,2.298,1.445,1.005,1.032
1994-04-26,451.870,-0.613,-0.186,0.947,2.242,1.230,1.010,1.025
1994-04-28,449.100,0.403,-0.613,-0.797,0.082,0.654,1.011,1.007
1994-04-29,450.910,0.468,0.403,-0.212,0.733,1.910,1.007,1.009
1994-05-02,453.020,0.002,0.468,0.873,0.068,2.368,1.003,1.010
1994-05-03,453.030,-0.289,0.002,0.470,0.257,2.505,1.003,1.010
1994-05-04,451.720,-0.075,-0.289,-0.287,0.583,0.666,1.006,1.007
1994-05-05,451.380,-0.789,-0.075,-0.364,0.104,0.838,1.005,1.002
1994-05-06,447.820,-1.228,-0.789,-0.863,-1.148,-1.080,1.017,1.001
1994-05-09,442.320,0.834,-1.228,-2.007,-2.364,-2.113,1.033,1.002
1994-05-10,446.010,-1.013,0.834,-0.404,-1.264,-0.688,1.020,1.012
1994-05-11,441.490,0.512,-1.013,-0.188,-2.191,-2.089,1.026,1.007
1994-05-12,443.750,0.088,0.512,-0.507,-0.909,-2.046,1.012,1.009
1994-05-13,444.140,0.079,0.088,0.600,0.411,-1.962,1.006,1.008
1994-05-16,444.490,1.098,0.079,0.167,-0.341,-1.601,1.005,1.008
1994-05-17,449.370,0.961,1.098,1.178,1.785,-0.445,1.001,1.022
1994-05-18,453.690,0.615,0.961,2.070,2.240,1.311,1.003,1.033
1994-05-19,456.480,-0.342,0.615,1.582,2.778,3.201,1.006,1.038
1994-05-20,454.920,-0.378,-0.342,0.271,2.347,1.998,1.012,1.027
1994-05-23,453.200,0.355,-0.378,-0.719,0.852,2.652,1.011,1.010
1994-05-24,454.810,0.336,0.355,-0.024,0.247,2.492,1.005,1.005
1994-05-25,456.340,0.158,0.336,0.693,-0.031,2.747,1.003,1.008
1994-05-26,457.060,0.059,0.158,0.495,0.470,2.828,1.002,1.010
1994-05-27,457.330,-0.181,0.059,0.217,0.911,1.771,1.003,1.010
1994-05-31,456.500,0.248,-0.181,-0.123,0.372,0.619,1.004,1.004
1994-06-01,457.630,0.004,0.248,0.066,0.283,0.252,1.001,1.004
1994-06-02,457.650,0.542,0.004,0.252,0.129,0.600,1.001,1.003
1994-06-03,460.130,-0.272,0.542,0.546,0.612,1.529,1.000,1.010
1994-06-06,458.880,-0.146,-0.272,0.269,0.521,0.895,1.004,1.007
1994-06-07,458.210,-0.251,-0.146,-0.417,0.127,0.410,1.005,1.003
1994-06-08,457.060,0.175,-0.251,-0.397,-0.129,0.000,1.008,1.002
1994-06-09,457.860,0.177,0.175,-0.076,-0.493,0.116,1.006,1.003
1994-06-10,458.670,0.094,0.177,0.352,-0.046,0.475,1.002,1.004
1994-06-13,459.100,0.712,0.094,0.271,0.194,0.321,1.001,1.005
1994-06-14,462.370,-0.381,0.712,0.807,1.162,1.031,1.001,1.015
1994-06-15,460.610,0.287,-0.381,0.329,0.601,0.104,1.005,1.009
1994-06-16,461.930,-0.753,0.287,-0.095,0.711,0.665,1.003,1.009
1994-06-17,458.450,-0.648,-0.753,-0.469,-0.142,0.052,1.011,1.002
1994-06-20,455.480,-0.909,-0.648,-1.396,-1.490,-0.346,1.021,1.002
1994-06-21,451.340,0.388,-0.909,-1.551,-2.013,-1.424,1.031,1.003
1994-06-22,453.090,-0.764,0.388,-0.525,-1.914,-1.217,1.023,1.010
1994-06-23,449.630,-1.519,-0.764,-0.379,-1.924,-2.063,1.023,1.005
1994-06-24,442.800,1.019,-1.519,-2.271,-2.784,-4.233,1.037,1.002
1994-06-27,447.310,-0.277,1.019,-0.516,-0.893,-2.887,1.019,1.013
1994-06-28,446.070,0.350,-0.277,0.738,-1.549,-3.433,1.019,1.012
1994-06-29,447.630,-0.751,0.350,0.072,-0.445,-2.360,1.008,1.012
1994-06-30,444.270,0.434,-0.751,-0.404,0.332,-2.461,1.011,1.005
1994-07-01,446.200,0.038,0.434,-0.319,-0.248,-1.139,1.006,1.005
1994-07-05,446.370,-0.054,0.038,0.473,0.067,-1.483,1.004,1.005
1994-07-06,446.130,0.504,-0.054,-0.016,-0.335,-0.778,1.005,1.005
1994-07-07,448.380,0.261,0.504,0.450,0.925,1.260,1.001,1.011
1994-07-08,449.550,-0.331,0.261,0.767,0.751,0.501,1.001,1.011
1994-07-11,448.060,-0.025,-0.331,-0.071,0.379,0.446,1.005,1.007
1994-07-12,447.950,0.174,-0.025,-0.356,0.408,0.071,1.005,1.005
1994-07-13,448.730,1.043,0.174,0.150,0.078,1.004,1.002,1.003
1994-07-14,453.410,0.165,1.043,1.219,0.859,1.616,1.000,1.018
1994-07-15,454.160,0.233,0.165,1.210,1.361,1.745,1.004,1.021
1994-07-18,455.220,-0.299,0.233,0.399,1.623,2.038,1.006,1.021
1994-07-19,453.860,-0.498,-0.299,-0.066,1.143,1.222,1.008,1.012
1994-07-20,451.600,0.224,-0.498,-0.795,-0.399,0.456,1.010,1.001
1994-07-21,452.610,0.110,0.224,-0.275,-0.341,1.015,1.008,1.004
1994-07-22,453.110,0.252,0.110,0.334,-0.464,1.152,1.006,1.005
1994-07-25,454.250,-0.196,0.252,0.362,0.086,1.230,1.002,1.007
1994-07-26,453.360,-0.174,-0.196,0.055,0.390,-0.011,1.003,1.005
1994-07-27,452.570,0.369,-0.174,-0.370,-0.009,-0.350,1.004,1.001
1994-07-28,454.240,0.885,0.369,0.194,0.249,-0.215,1.001,1.005
1994-07-29,458.260,0.600,0.885,1.257,0.883,0.969,1.000,1.017
1994-08-01,461.010,-0.098,0.600,1.490,1.687,2.084,1.003,1.026
1994-08-02,460.560,0.193,-0.098,0.502,1.765,1.756,1.008,1.022
1994-08-03,461.450,-0.661,0.193,0.095,1.587,1.841,1.006,1.017
1994-08-04,458.400,-0.286,-0.661,-0.469,0.031,0.914,1.009,1.003
1994-08-05,457.090,0.175,-0.286,-0.945,-0.850,0.823,1.013,1.002
1994-08-08,457.890,0.007,0.175,-0.111,-0.580,1.176,1.010,1.005
1994-08-09,457.920,0.520,0.007,0.182,-0.765,0.810,1.008,1.005
1994-08-10,460.300,-0.308,0.520,0.526,0.414,0.445,1.000,1.009
1994-08-11,458.880,0.667,-0.308,0.210,0.392,-0.462,1.004,1.006
1994-08-12,461.940,-0.154,0.667,0.356,0.884,0.300,1.001,1.012
1994-08-15,461.230,0.820,-0.154,0.512,0.723,-0.048,1.004,1.009
1994-08-16,465.010,0.034,0.820,0.665,1.023,1.442,1.001,1.017
1994-08-17,465.170,-0.430,0.034,0.854,1.371,1.768,1.004,1.016
1994-08-18,463.170,0.110,-0.430,-0.396,0.266,1.153,1.007,1.007
1994-08-19,463.680,-0.293,0.110,-0.320,0.531,1.258,1.006,1.006
1994-08-22,462.320,0.474,-0.293,-0.184,-0.578,0.439,1.008,1.001
1994-08-23,464.510,0.973,0.474,0.179,-0.142,1.227,1.003,1.006
1994-08-24,469.030,-0.203,0.973,1.451,1.265,1.535,1.000,1.020
1994-08-25,468.080,1.222,-0.203,0.769,0.949,1.485,1.006,1.017
1994-08-26,473.800,0.167,1.222,1.017,2.483,1.890,1.003,1.031
1994-08-29,474.590,0.312,0.167,1.391,2.170,2.025,1.006,1.026
1994-08-30,476.070,-0.122,0.312,0.479,1.501,2.785,1.005,1.022
1994-08-31,475.490,-0.488,-0.122,0.190,1.583,2.547,1.008,1.016
1994-09-01,473.170,-0.461,-0.488,-0.609,-0.133,2.347,1.008,1.001
1994-09-02,470.990,0.185,-0.461,-0.946,-0.759,1.395,1.014,1.001
1994-09-06,471.860,-0.184,0.185,-0.277,-0.884,0.603,1.012,1.005
1994-09-07,470.990,0.456,-0.184,0.000,-0.946,0.622,1.010,1.004
1994-09-08,473.140,-1.048,0.456,0.271,-0.006,-0.139,1.002,1.006
1994-09-09,468.180,-0.421,-1.048,-0.597,-0.597,-1.351,1.013,1.001
1994-09-12,466.210,0.279,-0.421,-1.465,-1.197,-2.071,1.019,1.003
1994-09-13,467.510,0.276,0.279,-0.143,-0.739,-1.678,1.014,1.007
1994-09-14,468.800,1.282,0.276,0.556,-0.917,-0.924,1.010,1.010
1994-09-15,474.810,-0.762,1.282,1.561,1.416,0.811,1.001,1.025
1994-09-16,471.190,-0.072,-0.762,0.510,1.068,-0.142,1.010,1.016
1994-09-19,470.850,-1.591,-0.072,-0.834,0.714,-0.030,1.010,1.011
1994-09-20,463.360,-0.410,-1.591,-1.662,-1.160,-2.067,1.030,1.002
1994-09-21,461.460,-0.041,-0.410,-1.994,-2.812,-1.435,1.037,1.007
1994-09-22,461.270,-0.347,-0.041,-0.451,-2.105,-1.060,1.029,1.010
1994-09-23,459.670,0.250,-0.347,-0.388,-2.374,-1.677,1.025,1.009
1994-09-26,460.820,0.267,0.250,-0.098,-0.548,-1.702,1.006,1.004
1994-09-27,462.050,0.604,0.267,0.518,0.128,-2.687,1.001,1.006
1994-09-28,464.840,-0.559,0.604,0.872,0.774,-1.348,1.001,1.014
1994-09-29,462.240,0.102,-0.559,0.041,0.559,-1.829,1.007,1.008
1994-09-30,462.710,-0.210,0.102,-0.458,0.410,-0.140,1.005,1.006
1994-10-03,461.740,-1.548,-0.210,-0.108,-0.067,0.061,1.007,1.003
1994-10-04,454.590,-0.235,-1.548,-1.755,-2.205,-1.448,1.030,1.001
1994-10-05,453.520,-0.256,-0.235,-1.780,-1.886,-1.338,1.030,1.006
1994-10-06,452.360,0.606,-0.256,-0.491,-2.237,-1.836,1.029,1.009
